"CASE";"SERIAL";"REF";"QUESTNNR";"MODE";"STARTED";"DM01";"DM01_07";"DM01_08";"DM02_01";"DM05";"DM06";"DM06_01";"DM06_02";"DM06_03";"DM06_04";"DM06_05";"DM06_06";"DM06_07";"DM06_08";"DM06_09";"DM06_10";"DM06_11";"DM06_11a";"DM07";"DM07_01";"DM07_02";"DM07_03";"DM07_04";"DM07_05";"O101_01";"O101_02";"O101_12";"O101_03";"O101_04";"O101_16";"O101_05";"O101_15";"O101_06";"O101_07";"O101_08";"O101_17";"O102_01";"O102_02";"O103_01";"O103_02";"O103_03";"O103_04";"O103_05";"O103_06";"S101";"S101_01";"S101_02";"S101_03";"S101_04";"S101_06";"S101_06a";"S103";"S110";"S104";"S104_01";"S104_02";"S104_03";"S104_04";"S104_05";"S104_07";"S104_08";"S104_09";"S104_09a";"S105";"S105_01";"S105_02";"S105_03";"S105_04";"S105_04a";"S111";"S111s";"S106";"S106_01";"S106_02";"S106_03";"S106_04";"S106_05";"S106_06";"S112";"S112_01";"S112_02";"S112_03";"S112_04";"S112_05";"S112_06";"S112_07";"S112_08";"S112_08a";"S113";"S201_02";"S201_03";"S201_04";"S201_06";"S201_09";"S201_01";"S201_10";"S202";"S203";"S203_01";"S203_02";"S203_03";"S203_04";"S203_08";"S203_07";"S203_05";"S203_06";"S203_06a";"S204_01";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME_SUM";"MAILSENT";"LASTDATA";"FINISHED";"Q_VIEWER";"LASTPAGE";"MAXPAGE";"MISSING";"MISSREL";"TIME_RSI";"DEG_TIME"
1273;;;"base";"interview";2021-04-14 14:23:40;5;;;"12";4;1;1;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;5;2;4;5;2;3;5;5;4;1;1;3;2;2;-1;-1;5;5;5;5;-1;1;1;1;1;1;;4;-2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;1;2;1;2;1;-1;1;1;1;1;1;1;1;1;;-1;5;4;4;-1;-1;5;5;3;-3;1;1;1;1;1;1;1;1;;"NA";12;48;17;103;79;58;317;;2021-04-14 14:28:57;1;0;6;6;0;0;1.84;42
1276;;;"base";"interview";2021-04-14 14:26:36;9;;;"10";7;2;2;1;1;1;1;2;1;1;1;1;1;;2;2;1;2;1;1;3;4;5;4;3;4;2;5;5;4;2;2;2;2;5;5;4;6;5;3;3;2;1;2;1;2;"Matlab";2;4;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;-1;4;3;4;4;2;4;4;3;-3;1;1;1;1;1;1;1;1;;"ask for providing codes during article submission";7;55;3;73;79;61;278;;2021-04-14 14:31:14;1;0;6;6;0;0;2.24;123
1280;;;"base";"interview";2021-04-14 14:45:23;5;;;"50";3;2;2;1;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;3;2;2;4;4;3;4;4;2;4;5;3;1;1;2;3;2;4;2;1;1;2;1;1;1;1;;4;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;3;1;1;2;2;1;2;-2;1;1;1;1;1;1;1;1;;3;4;4;3;4;5;3;2;1;-1;1;1;1;1;1;1;1;1;;"Publish program in open source code ";11;173;7;965;178;207;1541;;2021-04-14 15:11:04;1;0;6;6;0;0;1.09;31
1284;;;"base";"interview";2021-04-14 14:59:39;5;;;"17";5;4;2;1;1;1;2;2;1;1;2;1;1;;1;1;2;1;1;1;3;5;4;4;5;3;5;5;1;6;5;3;1;1;6;4;3;4;4;1;2;1;2;2;1;1;;2;2;2;1;1;1;2;1;1;2;1;;2;2;1;2;1;;-2;"GNU 3, MIT";1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;;5;6;4;4;3;3;2;2;4;-1;1;1;1;1;1;1;1;1;;"In my country (UK) there is very little funding for good coding practice and almost no professional incentives for such activities (i.e., reproducibility and production of open source software has never come up in an appraisal or promotion case for me). 
Maintaining software for the community is a lot of work and my employer would much rather see me write papers with that time. 
Universities like citations: more standarisation of software citation might change this balance of incentives. 
There needs to be more funding for research software engineers.";7;69;4;103;89;225;497;;2021-04-14 15:07:56;1;0;6;6;0;0;1.73;79
1286;;;"base";"interview";2021-04-14 15:05:48;7;"Government research scientist";;"29";3;1;1;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;4;3;3;5;-1;-1;5;4;-1;-1;-1;-1;2;2;3;-1;-1;-1;-1;-1;-1;1;1;1;1;1;;-1;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";-1;1;1;1;1;1;1;-2;1;1;1;1;1;1;1;1;;-1;-1;-1;-1;-1;-1;-1;-1;3;-3;1;1;1;1;1;1;1;1;;"a";26;84;37;265;144;39;595;;2021-04-14 15:15:43;1;0;6;6;0;0;1.18;25
1288;;;"base";"interview";2021-04-14 15:19:17;7;"Government Scientist";;"30";6;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;1;2;1;1;2;6;6;5;2;4;6;4;1;3;3;1;1;1;6;6;4;6;6;4;3;2;2;2;1;1;;2;5;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-1;;1;1;2;1;1;1;1;3;2;1;1;2;1;2;1;1;;3;5;6;6;6;6;6;6;3;1;1;1;1;1;1;1;2;1;;"Demand that the code is peer reviewed by qualified peer reviewers";5;76;10;152;100;69;412;;2021-04-14 15:26:09;1;0;6;6;0;0;1.97;49
1290;;;"base";"interview";2021-04-14 15:36:34;2;;;"4";1;2;1;1;1;1;1;2;1;1;1;1;2;"Subsurface modeling";1;1;2;1;1;1;4;3;5;6;2;2;5;5;6;6;5;1;1;1;4;6;4;4;5;5;3;1;2;2;1;2;"Bash";2;2;2;1;1;1;2;2;1;1;1;;3;2;2;2;1;;-2;"MIT, GPL";2;1;1;2;1;1;2;2;1;1;1;2;2;1;1;1;;4;-1;4;5;5;-1;6;5;4;-1;1;1;1;1;1;1;1;1;;;15;68;41;172;187;78;561;;2021-04-14 15:45:55;1;0;6;6;2;2;1.12;10
1294;;;"base";"interview";2021-04-14 16:48:56;7;"Researcher @ National Research Institute";;"10";3;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;2;3;5;6;5;3;6;2;2;5;5;3;2;2;2;5;3;6;6;2;2;1;1;2;1;2;"Matlab and if possible I try to provided also compiled versione for complete reproducibility";2;4;1;1;1;1;1;2;1;1;1;;2;2;2;1;1;;-2;"GNU GPL";3;1;2;1;1;2;2;1;1;1;1;2;1;1;1;1;;3;5;5;5;-1;5;5;5;4;-1;1;1;1;1;1;1;1;1;;"Encourage open source code and compiled tools for reproducibility and wider application";4;105;52;150;164;105;580;;2021-04-14 16:58:37;1;0;6;6;0;0;1.33;26
1295;;;"base";"interview";2021-04-14 16:51:19;9;;;"20";5;2;1;1;1;1;1;2;1;1;1;1;2;"sedimentology";3;2;2;2;1;1;4;2;1;5;6;2;6;2;1;6;5;5;1;1;5;3;1;4;3;2;1;1;1;1;1;2;"whatever the students want to learn & /or makes sense for a particular project";5;5;1;1;1;1;2;1;1;1;1;;2;2;2;1;1;;-2;"none";1;1;1;1;1;1;2;3;1;1;2;2;1;2;1;1;;4;3;5;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;;"Have our journals require access to all code just like access to all data.";5;91;3;171;459;170;899;;2021-04-14 17:06:18;1;0;6;6;0;0;1.49;93
1296;;;"base";"interview";2021-04-14 16:59:43;2;;;"5";7;2;1;1;1;1;2;1;1;1;1;1;2;"GeoMechanics";2;2;1;2;1;1;2;5;4;5;4;3;5;6;6;6;3;1;1;1;6;6;2;5;6;4;3;2;1;2;2;1;;1;2;3;1;1;2;2;2;1;1;1;;1;2;1;1;1;;-1;;4;1;2;2;1;2;2;-1;1;1;1;1;1;1;1;1;;3;6;3;6;6;6;6;6;4;1;1;2;1;1;1;1;1;1;;"have continuos, trackable workflow, from data gathering to publications ";7839;103;3;163;105;125;513;;2021-04-14 19:18:41;1;0;6;6;0;0;1.27;85
1299;;;"base";"interview";2021-04-14 17:31:50;5;;;"30";3;1;1;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;4;4;2;5;2;2;5;5;5;2;2;3;2;2;5;-1;-1;4;4;5;-1;1;1;1;1;1;;5;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;2;1;1;1;1;-1;1;1;1;1;1;1;1;1;;-1;4;4;4;-1;1;2;3;4;-3;1;1;1;1;1;1;1;1;;"Blind peer reviews seem to be the most essential step for any science publication.  I have experienced too many ""names"" getting their work published without merit, and it seems that would be all the worse in publishing of models and code.  ";5;54;33;151;119;140;502;;2021-04-14 17:40:12;1;0;6;6;0;0;1.47;24
1300;;;"base";"interview";2021-04-14 17:35:30;3;;;"10";4;5;2;2;1;2;1;2;1;1;2;1;1;;1;1;2;1;1;1;4;3;4;5;5;3;4;5;5;6;6;1;2;1;4;4;2;5;5;2;3;2;2;2;1;1;;5;4;2;1;1;1;2;2;1;1;1;;2;2;2;1;1;;-1;;1;1;1;1;1;1;2;3;1;1;2;2;2;1;1;1;;3;6;-1;5;4;-1;5;5;4;4;2;1;2;1;2;2;1;1;;"I think that a stronger recognition of computational research outputs (script, software, testcases, dataset, etc etc) in terms of career visibility/indexing/scoring is needed. Otherwise researchers have no time and resources to both publish ""standard"" scientific contributions and also reproducible comp. research. This has to pay back in terms of career development and cv, so it needs full recognitions by Insitutions, Journals and academic performance metrics.";26;79;66;234;335;562;1302;;2021-04-14 17:57:12;1;0;6;6;0;0;0.59;0
1301;;;"base";"interview";2021-04-14 17:51:13;5;;;"30";3;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;2;1;1;1;5;2;1;5;5;2;5;2;1;5;5;2;2;1;3;4;2;1;4;3;1;1;2;1;1;1;;1;4;1;1;1;1;1;2;1;1;1;;-1;1;1;1;1;;-2;"None";2;1;1;2;1;1;2;4;1;1;1;2;2;2;2;1;;2;1;1;2;2;4;1;1;1;1;1;1;1;1;1;1;2;1;;"Best practice guidelines specific to the use of particular kinds of codes (e.g. computational fluid dynamics). But such guidelines need to be sensitive to the kinds of questions asked of models in the geosciences and not the kinds of highly idealised problems that are characteristic of some applications (w.g. where boundary conditions are perfectly known).";3;41;35;104;71;132;386;;2021-04-14 17:57:39;1;0;6;6;0;0;1.82;56
1305;;;"base";"interview";2021-04-14 20:03:03;7;"Senior specialist in government organisation";;"20";5;2;1;1;1;1;1;2;1;1;1;1;2;"Coastal engineering";1;1;1;2;1;1;4;3;6;5;2;6;-1;-1;5;1;1;1;1;2;6;6;4;5;5;6;-1;1;1;1;1;1;;5;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"None";1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;-1;-1;6;6;-1;-1;6;6;4;-3;1;1;1;1;1;1;1;1;;"Well documented applications that also include e.g how to set it up on eg a windows computer. Only this way this becomes accessible to users rather than staying in academic institutions. ";8;145;47;274;180;211;865;;2021-04-14 20:17:28;1;0;6;6;0;0;0.87;6
1307;;;"base";"interview";2021-04-14 21:09:12;5;;;"50";5;7;2;2;2;2;1;2;1;1;2;2;1;;4;2;2;2;1;2;2;3;3;4;4;4;3;4;4;2;2;3;1;1;2;2;6;3;3;3;3;1;1;2;2;2;"Basic";2;-2;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"educational";1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;5;4;4;4;4;4;3;3;4;-1;1;1;1;1;1;1;1;1;;"   use open science";16;155;68;320;264;148;971;;2021-04-14 21:25:23;1;0;6;6;0;0;0.67;0
1309;;;"base";"interview";2021-04-14 21:10:59;3;;;"14";5;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;1;2;1;1;1;2;3;2;5;2;3;2;5;2;1;1;2;1;5;5;5;4;6;6;2;1;1;2;2;1;;2;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;1;1;2;2;1;-2;1;1;1;1;1;1;1;1;;3;5;6;6;5;4;2;5;4;-3;1;1;1;1;1;1;1;1;;"I think in general we shall be more confident about the codes we use and develop to share them also more openly. More education and workshops about coding would help.
";174;85;1954;388;256;424;1198;;2021-04-14 22:05:40;1;0;6;6;0;0;0.41;0
1349;;;"base";"interview";2021-04-15 03:06:34;3;;;"7";2;1;1;1;1;1;1;1;1;1;1;1;2;"Geodynamics and seismology ";2;1;2;2;1;1;2;6;6;4;5;4;6;5;5;6;6;4;1;2;4;4;6;6;2;2;2;1;2;2;1;1;;5;5;4;2;2;1;1;2;1;2;1;;1;2;1;1;1;;-1;;3;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;;5;6;6;6;4;6;6;6;4;-1;1;1;1;1;1;1;1;1;;;8;57;2;111;87;50;315;;2021-04-15 03:11:49;1;0;6;6;2;2;2.1;122
1352;;;"base";"interview";2021-04-15 03:14:14;4;;;"4";5;1;1;1;1;1;1;1;1;1;1;1;2;"Geochemistry";1;2;1;1;1;1;2;6;4;3;3;2;2;4;6;4;3;1;1;1;3;4;3;3;6;2;2;2;1;1;1;2;"Matlab";1;3;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-2;"none";3;1;1;2;1;2;2;1;1;1;1;2;1;1;1;1;;3;5;3;5;4;4;3;3;4;3;1;1;2;1;1;2;2;1;;"I don't know!";11;72;26;103;85;1256;450;;2021-04-15 03:40:07;1;0;6;6;0;0;1.22;18
1353;;;"base";"interview";2021-04-15 03:34:50;9;;;"25";5;3;1;1;1;1;1;2;1;1;1;2;2;"cryosheric science: permafrost and glaciers";2;2;2;1;1;1;4;2;4;4;4;5;5;5;4;5;4;5;2;1;5;5;3;4;2;-1;3;1;2;2;1;2;"matlab";2;3;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"GNU";4;1;2;2;2;1;2;3;2;1;1;2;2;1;1;1;;3;5;4;5;5;-1;1;1;1;1;1;1;1;1;1;1;2;1;;"support more software engineering support to researchers";10;101;8;170;162;137;588;;2021-04-15 03:44:38;1;0;6;6;0;0;1.39;29
1356;;;"base";"interview";2021-04-15 03:37:11;2;;;"2";3;3;2;1;1;1;1;2;1;1;1;2;1;;1;1;1;2;1;1;2;5;4;4;1;3;3;3;6;4;4;2;2;2;6;5;4;6;6;6;2;1;1;1;2;2;"Matlab";2;5;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"None";3;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1;;-1;6;6;5;2;6;5;5;4;-3;1;1;1;1;1;1;1;1;;;8;58;6;112;90;64;338;;2021-04-15 03:42:49;1;0;6;6;2;2;1.98;67
1358;;;"base";"interview";2021-04-15 03:41:32;4;;;"7";3;2;1;2;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;3;4;3;5;3;4;5;3;2;5;5;2;2;1;4;3;4;5;4;6;2;1;1;1;2;2;"Matlab";2;5;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-2;"none";1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;;3;4;3;3;3;3;5;5;4;-1;1;1;1;1;1;1;1;1;;"Speaking for myself, I have never had formal training in code development, so I assume my code is usually inefficient. But it works for the task at hand. If I knew that there would be a large group of people wanting to use or reproduce my model, it might make sense to work with a programmer/developer to clean, optimize, and document the code, and deliver it with sample datasets. But my perception is that there are few people who would bother to try to reproduce my work. I do make an effort (when public data is part of the model inputs) to provide the code in a reproducible format like an R Notebook. But the majority of my code is theoretical and has no external inputs.";9;104;29;221;224;535;1122;;2021-04-15 04:00:14;1;0;6;6;0;0;0.86;5
1374;;;"base";"interview";2021-04-15 03:51:01;9;;;"9";5;1;1;1;1;1;1;2;1;1;1;1;1;;3;2;2;2;1;1;4;3;5;4;5;4;3;5;3;6;6;2;2;1;5;5;4;6;6;4;2;1;1;2;1;2;"Matlab";2;3;3;1;1;1;2;2;1;2;1;;3;2;2;2;1;;-2;"MIT, GPL";5;1;2;2;2;2;2;4;2;2;1;2;2;1;1;1;;3;6;6;6;4;4;3;3;1;-1;1;1;1;1;1;1;1;1;;"Funding opportunities are great, but are yet another thing to apply for and maybe or maybe not get.
My biggest struggle is trying to reproduce a result by following the model description in a paper that does not also include the code. Often I am not able to because the description is incomplete. But it is a difficult thing to catch in review because it is so time-intensive. 

If the code is released alongside the paper and is well-documented, it can be tested much more efficiently, and discrepancies between the code and the description can be caught. But even that is above the level of time investment of a typical journal review. Requiring code be made avaiable to reviewers (even if not released with the publication) would help.";17;58;24;251;278;759;1387;;2021-04-15 04:14:08;1;0;6;6;0;0;0.83;5
1377;;;"base";"interview";2021-04-15 04:27:38;2;;;"4";3;2;2;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;4;4;4;5;2;2;6;4;1;6;6;1;1;1;6;6;3;4;4;3;2;1;1;2;1;2;"Matlab, Julia";1;1;2;1;1;1;2;1;1;2;1;;3;2;2;2;1;;-2;"MIT";2;1;1;1;2;1;2;5;2;2;2;2;2;1;1;1;;3;6;6;4;3;4;6;6;4;4;1;1;2;2;1;2;2;1;;"NA";6;36;12;65;72;36;227;;2021-04-15 04:31:25;1;0;6;6;0;0;2.51;86
1380;;;"base";"interview";2021-04-15 04:35:52;1;;;"11";3;1;1;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;4;3;4;4;1;1;1;6;6;3;1;1;2;2;6;6;6;6;4;6;2;1;1;2;1;2;"MATLAB";2;5;1;1;1;1;2;1;1;1;1;;1;1;2;1;1;;-2;"none";1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;4;5;5;5;6;2;4;4;3;-3;1;1;1;1;1;1;1;1;;"We should develop curriculum for reproducibility that grad students should be encouraged to take. We should have seminars at conferences devoted to reproducibility. We should encourage the creation of reproducibility working groups at institutions that can serve as a resource to their colleagues and offer occasional workshops";10;106;38;208;164;232;758;;2021-04-15 04:48:30;1;0;6;6;0;0;0.91;3
1381;;;"base";"interview";2021-04-15 04:53:45;6;;;"2";4;2;2;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;4;5;4;3;4;4;4;4;3;4;4;2;2;2;2;-1;3;6;2;5;1;1;1;1;2;1;;5;4;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;;-1;2;4;6;5;3;1;3;3;-3;1;1;1;1;1;1;1;1;;"Share datasets used";21;51;12;233;151;209;677;;2021-04-15 05:05:02;1;0;6;6;0;0;1.22;18
1388;;;"base";"interview";2021-04-15 06:52:31;5;;;"20";5;4;2;1;1;1;1;2;1;2;1;2;1;;2;2;2;1;1;1;4;5;4;4;4;1;4;5;4;5;4;1;2;1;4;5;5;5;5;3;2;1;2;2;1;1;;1;2;2;1;1;1;2;2;1;1;1;;1;2;1;1;1;;-2;"MIT, GNUv3, Creative Commons";3;1;2;2;2;1;1;2;1;1;1;2;2;1;1;1;;4;6;5;5;5;3;5;5;4;-1;1;1;1;1;1;1;1;1;;"Need to include more programming / coding classes at the undergraduate level. Tailored to earth and environmental sciences. Don't learn coding when you are a postdoc!";8;52;40;117;163;99;479;;2021-04-15 07:00:30;1;0;6;6;0;0;1.35;19
1394;;;"base";"interview";2021-04-15 08:30:00;2;;;"3";3;3;2;1;1;1;1;2;1;2;1;1;1;;2;1;2;2;1;1;3;5;5;5;5;-1;3;4;4;5;5;2;1;2;5;5;1;3;5;2;1;1;1;2;1;1;;2;2;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;2;2;2;5;5;6;6;4;2;1;1;1;2;1;1;2;1;;"Take the time to think about how we can keep our work reproducible.
Best pracctices in universitites/groups.
More courses on e.g. GIT.";6;81;15;260;177;265;804;;2021-04-15 08:43:24;1;0;6;6;0;0;1.26;20
1395;;;"base";"interview";2021-04-15 08:42:06;2;;;"7";6;3;2;1;1;1;1;2;2;1;1;1;1;;1;1;2;1;1;1;3;5;5;5;3;3;4;4;3;5;4;3;2;1;5;4;3;4;3;3;2;1;1;2;1;2;"Matlab";2;2;1;1;1;1;1;2;1;1;1;;-1;1;1;1;1;;-1;;4;1;2;1;2;2;2;-1;1;1;1;1;1;1;1;1;;4;4;5;6;5;5;5;4;4;2;1;1;1;2;1;1;2;1;;"Share everything";8;67;18;161;136;86;476;;2021-04-15 08:50:02;1;0;6;6;0;0;1.45;23
1396;;;"base";"interview";2021-04-15 08:57:51;3;;;"7";3;1;1;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;3;4;1;5;4;2;3;1;1;5;5;1;1;1;6;5;3;1;4;3;1;1;1;2;1;1;;2;2;3;1;1;2;2;2;1;1;1;;1;2;1;1;1;;-2;"MIT license";3;1;1;1;2;2;2;3;2;1;1;2;2;1;1;1;;2;5;5;2;1;5;4;4;1;-1;1;1;1;1;1;1;1;1;;"We should all have more time at hand and less pressure to keep publishing.";11340;119;46;1017;206;193;1595;;2021-04-15 12:33:12;1;0;6;6;0;0;0.51;0
1401;;;"base";"interview";2021-04-15 09:40:20;7;"Senior Lecturer";;"13";5;1;1;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;4;4;2;4;-1;-1;5;1;1;2;-1;5;2;2;4;4;2;2;2;-1;-1;1;1;1;1;1;;3;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;-1;1;1;1;1;1;1;-2;1;1;1;1;1;1;1;1;;-1;3;4;5;4;5;3;3;4;-3;1;1;1;1;1;1;1;1;;"-";18;59;40;218;104;55;494;;2021-04-15 09:48:35;1;0;6;6;0;0;1.34;22
1406;;;"base";"interview";2021-04-15 11:17:02;7;"Advisor";;"30";5;7;2;2;2;1;2;2;1;2;2;1;1;;1;1;1;1;1;2;5;2;2;6;-1;4;3;4;3;1;1;2;1;2;2;-1;-1;1;-1;1;-1;1;1;1;1;1;;-1;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;-1;1;1;1;1;1;1;-2;1;1;1;1;1;1;1;1;;-1;-1;-1;-1;-1;-1;4;4;4;-3;1;1;1;1;1;1;1;1;;"Promote it as tools and make in applicable for non-IT-experts";29;132;60;279;127;160;787;;2021-04-15 11:30:09;1;0;6;6;0;0;0.74;2
1408;;;"base";"interview";2021-04-15 12:22:58;3;;;"6";4;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;3;4;3;3;5;5;5;4;4;5;5;2;2;1;5;4;3;5;6;4;2;1;2;2;1;1;;1;3;2;1;1;1;2;1;1;2;1;;2;2;2;1;1;;-1;;2;1;1;2;1;1;2;-1;1;1;1;1;1;1;1;1;;2;5;4;6;3;4;5;5;3;2;2;2;1;1;1;1;1;1;;"Provide open access codes and documentations. Publish codes and tutorials";8323;74;43;210;184;321;846;;2021-04-15 14:55:33;1;0;6;6;0;0;0.66;0
1411;;;"base";"interview";2021-04-15 13:48:06;2;;;"7";6;3;2;1;1;2;1;2;1;1;1;1;1;;2;2;1;2;1;1;3;5;5;5;4;5;5;6;5;4;4;2;1;1;6;6;3;3;6;6;4;2;1;2;2;2;"MATLAB";1;4;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;5;5;5;5;3;2;5;5;3;3;2;2;1;1;1;1;2;1;;"Train students early on proper computer science techniques, methods, and documentation. The biggest problem is that few of us really know what we're doing--we write code that is confusing and poorly documented. I also think that if there were more pressure to publish open-source, it would encourage researchers to provide better documentation.";4;117;4;187;184;286;782;;2021-04-15 14:01:08;1;0;6;6;0;0;1.51;77
1413;;;"base";"interview";2021-04-15 14:45:01;3;;;"7";3;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;2;1;1;1;4;5;3;6;5;4;6;2;2;6;6;3;1;1;6;6;4;2;6;2;2;1;2;2;1;1;;1;2;5;1;1;1;2;2;2;2;2;"team code review";2;2;1;2;1;;-2;"MIT";2;1;1;1;1;2;2;4;2;2;1;2;2;1;1;1;;3;4;6;5;4;5;3;3;1;3;1;2;2;1;1;1;2;1;;"We need a ""standards and ecosystem"" approach. Scientists need to be cognizant of how their software will work with software and techniques from other scientists. This means established formats for common data, and tools for completing common data-processing steps.";13;78;50;363;165;224;893;;2021-04-15 14:59:54;1;0;6;6;0;0;0.81;1
1416;;;"base";"interview";2021-04-15 14:59:24;3;;;"12";6;4;2;1;1;1;2;2;1;2;1;1;1;;1;1;2;1;1;1;6;3;4;5;5;1;2;4;5;6;5;1;2;1;3;5;3;5;4;2;2;1;1;2;2;1;;2;2;2;1;1;1;2;2;1;1;1;;1;2;1;1;1;;-2;"GNU General Public License";2;1;1;1;1;2;2;-1;1;1;1;1;1;1;1;1;;3;5;6;4;5;4;3;3;1;-1;1;1;1;1;1;1;1;1;;"I think we should put more emphasis on open source code sharing during publication. Now almost every journal asks to give a statement on data availability, they should do the same with code availability. Then it would be much clearer to the readers where to find the code or that the authors give the posibility to ask for the code. ";524;73;48;246;255;603;1239;;2021-04-15 15:28:33;1;0;6;6;0;0;0.56;1
1419;;;"base";"interview";2021-04-15 15:24:40;7;"Industry research scientist";;"6";1;1;1;1;1;1;1;1;1;2;1;1;1;;2;1;1;1;2;2;2;5;3;3;4;2;5;2;3;6;6;3;1;2;6;4;5;4;3;3;1;1;1;2;1;1;;1;2;3;1;2;2;2;1;1;1;1;;2;2;2;1;1;;-2;"MIT, GPL, or commercial (depending on use)";3;1;1;2;2;2;1;5;2;1;2;2;2;1;2;1;;3;5;6;6;3;5;3;3;3;1;2;1;1;1;1;1;1;1;;"Sharing workflows for modeling, with *all* assumptions. Often, scientific modeling workflows have un-documented steps (e.g. manual data cleanup) that prevent reproducibility - and these are places where errors easily creep in.

We should also normalize code review *well* before the peer review stage. These are standard industry practices with lots of evidence to show that they reduce bugs and improve the development process. ";5;104;2;156;136;14510;556;;2021-04-15 19:33:13;1;0;6;6;0;0;1.48;101
1420;;;"base";"interview";2021-04-15 15:33:20;1;;;"6";5;3;1;1;1;1;1;2;1;2;1;2;1;;2;2;2;1;1;1;2;5;4;4;4;2;4;5;4;4;4;2;2;1;5;5;5;5;5;6;1;1;1;1;1;2;"MATLAB";2;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;3;6;1;2;5;6;6;6;1;3;2;1;1;1;1;2;2;1;;"Design curriculum for a complete course(s) to be taken as upper-level, but definitely by grad school. Have sessions at AGU centered around doing science for scientists and science - reproducibility in programming is just one arm; it also needs to be discussed for collecting data, field methods - students are not taught even how to think in terms of designing and communicating workflows, so we have a long way to go. ";3;185;65;236;206;370;1065;;2021-04-15 15:51:05;1;0;6;6;0;0;0.98;31
1424;;;"base";"interview";2021-04-15 16:47:48;9;;;"24";4;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;3;1;2;4;3;3;2;2;1;6;6;4;1;1;5;5;5;2;6;3;1;1;1;1;1;2;"MatLab";-1;-2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"MatLab";2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;"MatLab";5;2;1;1;2;2;1;1;4;-2;1;1;1;1;1;1;1;1;;"Several of my colleagues have sepnt their career to develop certain codes for their own research. They consider these as their livelihood, and would never surrender them to others. 

I find that the codes that I produce for my research are easy enough for anyone interested to reproduce based on the math that is presented in my papers. Besides, those who could not reproduce the code, would certainly not be able to run the ocde either, even if i gave it to them.";8;103;31;177;213;277;809;;2021-04-15 17:01:17;1;0;6;6;0;0;0.97;6
